-73.6924;-8.26997
-56.2082;35.7729
86.9386;3.88327
-93.0856;5.94004
-98.4604;-86.6316
37.3545;86.0873
5.38576;30.7838
40.2381;52.4396
-90.5071;-34.3532
51.2821;-26.9323
96.5101;50.6712
-85.4628;76.9414
-12.7177;-4.45365
-45.0186;-66.6986
79.5313;-87.8871
0.904579;-36.1934
-1.20466;-81.8534
-85.2502;-23.1716
82.7635;-7.11084
-89.9832;54.0409
-74.9269;37.6911
25.9087;45.0824
77.7144;-38.7356
2.65474;69.1963
68.3021;-16.9211
-6.41653;-64.3345
14.331;-93.3892
-0.303976;49.6585
78.1475;68.4079
-57.4497;-73.9145
-45.0824;-17.1413
41.9639;-52.0178
-36.4921;30.4117
36.2692;-22.4549
-70.4934;69.1151
91.0818;-70.3697
-18.2467;12.9797
-2.29709;92.219
-60.0486;25.8538
30.2507;60.6146
-4.71364;-59.3499
80.3347;-71.5958
-17.9374;77.1297
-67.5603;-26.9322
-72.9781;-8.93854
-9.53997;86.3349
-56.9503;81.7844
72.172;1.19118
63.5123;-7.551
26.5477;64.9395
40.4413;90.883
-42.1368;2.88693
-17.1943;75.3131
45.9495;43.1285
41.3071;-96.1815
4.99748;-86.9612
-2.21137;36.4098
83.3268;78.0037
-72.161;97.8725
-10.7953;2.93189
-12.0549;61.33
-57.6962;-69.2791
23.2701;-99.8242
45.467;-16.4553
36.1124;67.284
65.7416;-83.6525
25.9144;-57.2906
-22.2354;89.509
-46.1571;-43.193
56.773;-43.5688
-97.7368;96.6472
63.9452;-20.3713
-64.6239;-68.4538
-48.5663;-79.6725
26.9435;58.954
50.5881;26.686
19.6433;-36.2444
-76.5126;5.22466
17.5978;40.5979
-67.6625;72.0451
11.3672;-36.7985
5.70965;17.6238
-13.8304;-25.9547
-10.6268;-22.4338
-84.3474;-49.2155
35.2474;45.7217
88.9506;88.0326
-7.91317;32.2711
21.1279;-69.9212
-31.2365;4.56154
-97.0099;28.5958
83.5695;94.0173
68.7951;-8.84968
-95.5833;41.39
-12.6723;50.342
39.1358;50.7725
-99.1492;-84.0166
80.6602;49.3358
-98.7317;3.69568
8.80454;-56.8348
