-7.36924e+14;-8.26997e+13
-5.62082e+14;3.57729e+14
8.69386e+14;3.88327e+13
-9.30856e+14;5.94004e+13
-9.84604e+14;-8.66316e+14
3.73545e+14;8.60873e+14
5.38576e+13;3.07838e+14
4.02381e+14;5.24396e+14
-9.05071e+14;-3.43532e+14
5.12821e+14;-2.69323e+14
9.65101e+14;5.06712e+14
-8.54628e+14;7.69414e+14
-1.27177e+14;-4.45365e+13
-4.50186e+14;-6.66986e+14
7.95313e+14;-8.78871e+14
9.04579e+12;-3.61934e+14
-1.20466e+13;-8.18534e+14
-8.52502e+14;-2.31716e+14
8.27635e+14;-7.11084e+13
-8.99832e+14;5.40409e+14
-7.49269e+14;3.76911e+14
2.59087e+14;4.50824e+14
7.77144e+14;-3.87356e+14
2.65474e+13;6.91963e+14
6.83021e+14;-1.69211e+14
-6.41653e+13;-6.43345e+14
1.4331e+14;-9.33892e+14
-3.03976e+12;4.96585e+14
7.81475e+14;6.84079e+14
-5.74497e+14;-7.39145e+14
-4.50824e+14;-1.71413e+14
4.19639e+14;-5.20178e+14
-3.64921e+14;3.04117e+14
3.62692e+14;-2.24549e+14
-7.04934e+14;6.91151e+14
9.10818e+14;-7.03697e+14
-1.82467e+14;1.29797e+14
-2.29709e+13;9.2219e+14
-6.00486e+14;2.58538e+14
3.02507e+14;6.06146e+14
-4.71364e+13;-5.93499e+14
8.03347e+14;-7.15958e+14
-1.79374e+14;7.71297e+14
-6.75603e+14;-2.69322e+14
-7.29781e+14;-8.93854e+13
-9.53997e+13;8.63349e+14
-5.69503e+14;8.17844e+14
7.2172e+14;1.19118e+13
6.35123e+14;-7.551e+13
2.65477e+14;6.49395e+14
4.04413e+14;9.0883e+14
-4.21368e+14;2.88693e+13
-1.71943e+14;7.53131e+14
4.59495e+14;4.31285e+14
4.13071e+14;-9.61815e+14
4.99748e+13;-8.69612e+14
-2.21137e+13;3.64098e+14
8.33268e+14;7.80037e+14
-7.2161e+14;9.78725e+14
-1.07953e+14;2.93189e+13
-1.20549e+14;6.133e+14
