-736.924;-36.7962
-82.6997;-4.08499
-562.082;-28.0541
357.729;17.9365
869.386;43.5193
38.8327;1.99164
-930.856;-46.4928
59.4004;3.02002
-984.604;-49.1802
-866.316;-43.2658
373.545;18.7273
860.873;43.0936
53.8576;2.74288
307.838;15.4419
402.381;20.1691
524.396;26.2698
-905.071;-45.2035
-343.532;-17.1266
512.821;25.691
-269.323;-13.4161
965.101;48.305
506.712;25.3856
-854.628;-42.6814
769.414;38.5207
-127.177;-6.30886
-44.5365;-2.17682
-450.186;-22.4593
-666.986;-33.2993
795.313;39.8156
-878.871;-43.8936
9.04579;0.502289
-361.934;-18.0467
-12.0466;-0.552331
-818.534;-40.8767
-852.502;-42.5751
-231.716;-11.5358
827.635;41.4317
-71.1084;-3.50542
-899.832;-44.9416
540.409;27.0705
-749.269;-37.4135
376.911;18.8955
259.087;13.0043
450.824;22.5912
777.144;38.9072
-387.356;-19.3178
26.5474;1.37737
691.963;34.6482
683.021;34.2011
-169.211;-8.41054
-64.1653;-3.15826
-643.345;-32.1172
143.31;7.21548
-933.892;-46.6446
-3.03976;-0.101988
496.585;24.8793
781.475;39.1237
684.079;34.254
-574.497;-28.6748
-739.145;-36.9073
-450.824;-22.4912
-171.413;-8.52067
419.639;21.032
-520.178;-25.9589
-364.921;-18.196
304.117;15.2559
362.692;18.1846
-224.549;-11.1775
-704.934;-35.1967
691.151;34.6076
910.818;45.5909
-703.697;-35.1348
-182.467;-9.07333
129.797;6.53987
-22.9709;-1.09855
922.19;46.1595
-600.486;-29.9743
258.538;12.9769
302.507;15.1754
606.146;30.3573
-47.1364;-2.30682
-593.499;-29.625
803.347;40.2173
-715.958;-35.7479
-179.374;-8.9187
771.297;38.6148
-675.603;-33.7301
-269.322;-13.4161
-729.781;-36.4391
-89.3854;-4.41927
-95.3997;-4.71998
863.349;43.2174
-569.503;-28.4252
817.844;40.9422
721.72;36.136
11.9118;0.645588
635.123;31.8061
-75.51;-3.7255
265.477;13.3239
649.395;32.5197
404.413;20.2707
908.83;45.4915
-421.368;-21.0184
28.8693;1.49347
-171.943;-8.54715
753.131;37.7066
