-0.533303029244,-9.98576926826
0.597308510889,-9.98214518742
1.25118108671,-9.92141854214
1.35480480175,-9.9078001569
2.4428155051,-9.69704348799
2.46258782017,-9.69204112806
2.91055650832,-9.56706124219
3.37088097623,-9.41473108719
4.33022715071,-9.01383008622
4.49914834671,-8.9307146497
4.62307120136,-8.86719869334
5.05405553862,-8.62881930582
5.46130632874,-8.37700024971
6.15382371637,-7.88228733731
6.32704588614,-7.74393248645
6.92789543277,-7.21139826057
7.61807567937,-6.47803387946
8.14716293803,-5.7985977668
8.66920105754,-4.98447118799
8.76928742429,-4.80620412281
8.78519114118,-4.77707197066
9.93298524745,-1.15576990524
9.94677366873,-1.03038516245
9.9926808754,-0.382529636122
9.99998663719,0.0163479645299
9.99750146588,0.223527268351
9.97478437979,0.709701751953
9.97140478311,0.755702753367
9.9563904822,0.932892580076
9.71516142356,2.36973384881
9.70286812589,2.4195764364
9.69422298437,2.45398466361
9.68270981552,2.49902593594
9.68084220455,2.50625102704
9.60716785616,2.77530643058
9.58547099195,2.84934130325
9.50227897755,3.11555680943
9.4893801899,3.15462574826
8.45657549232,5.33725874796
7.95280223891,6.06242002411
7.43393540865,6.68854276656
7.18471356108,6.95556547272
6.38135330668,7.6992421689
6.10221577395,7.92230791172
6.05309691623,7.95990061011
6.00748446501,7.99438117697
4.82467679408,8.7591377334
4.07613878279,9.13154382475
3.35483642395,9.42046031617
2.36610230055,9.71604651612
2.17726688296,9.76009779256
0.232609036653,9.99729428576
-1.38642778706,9.90342455877
-1.45874120947,9.89303159218
-1.61682450512,9.86842837131
-2.12323826219,9.7719936186
-2.83637665396,9.58931527675
-3.84610304488,9.2307903978
-3.85197654474,9.22834095051
-5.65783386382,8.24553915577
-5.92953561091,8.05236657381
-6.04247776295,7.96796476425
-7.69914880958,6.38146594506
-7.95438574469,6.06034218709
-7.99793605729,6.00275093798
-9.02853029854,4.29949306877
-9.10040757223,4.14518781473
-9.20314741445,3.91178701719
-9.4457715415,3.28289506163
-9.64384344226,2.64504889581
-9.69931878828,2.43376560979
-9.81789659865,1.89971218301
-9.94518625299,1.04559571215
-9.9626681285,-0.863275020698
-9.94123972953,-1.08247523763
-9.9409769733,-1.08488562361
-9.80254935099,-1.9773786237
-9.62761252672,-2.70353047614
-9.45678001876,-3.25104778138
-9.16699201359,-3.99577995175
-9.02408087431,-4.30882401287
-8.95498296345,-4.45064940478
-8.94867716916,-4.4633145668
-8.60532834076,-5.09394975905
-7.89817262011,-6.13342231245
-7.73813975799,-6.3341292287
-7.70312375859,-6.37666718277
-7.47892675336,-6.63819663899
-6.86838688972,-7.26809889401
-5.40176762138,-8.41551582285
-5.27417600101,-8.49606188244
-5.0675060911,-8.62092698128
-4.54919237559,-8.90532698613
-4.53683380059,-8.91162942822
-3.96740287833,-9.17930903723
-3.62706096275,-9.31903582848
-3.25151005065,-9.45662108739
-1.2552390227,-9.92090595641
-0.993133847697,-9.9505620525
-0.853987645243,-9.96346852767
