#x1 y1 x2 y2
-5.488306822884697 -8.996121537447532 -4.431112160732864 1.162183697565558
-9.389178345500843 -4.946108874306418 -2.847054437782173 -3.7075949920439584
0.8812567297798974 6.533678359587746 3.8304382085526214 -2.794478819739668
6.5343448490572875 -4.999445371741118 7.809328526887761 -4.531161366928469
-4.334366096557332 6.382439200196604 2.207907225288574 8.99451801781272
5.997316436723876 -0.5700969001745548 3.1440881688062188 -6.779351895733363
4.807958623945192 1.8235413583215472 -7.861408548460684 -2.5125729911793364
6.406077784703346 -5.574471122185076 6.112674619976943 6.814732598545685
4.25859897923252 6.6240545291740105 8.759466366693172 2.41688224541406
-4.109107603902567 -8.337353887643587 4.521828364188977 8.263328053024708
